,top_words,top_words_from_mean,top_words_from_diff,most_relev_op
0,squier,court,navi,96998
1,colburn,state,§,96998
2,stockyard,v,indors,96998
3,fmha,case,pay,96998
4,shainwald,act,price,96998
5,bilbi,unit,fee,96998
6,maisenberg,compani,carolina,96998
7,bretzel,upon,busi,96998
8,beverley,§,stock,96998
9,griffith,law,offens,96998
10,telegraph,said,strike,96998
11,wharf,sct,contract,96998
12,duquesn,tax,fish,96998
13,bail,plaintiff,prison,96998
14,turnov,defend,rico,96998
15,stall,us,wife,96998
16,mccue,u,alaska,96998
17,jobber,may,warehous,96998
18,lipphard,land,liquor,96998
19,tax,judgment,coal,96998
20,oti,contract,squier,96998
21,atf,properti,foia,96998
22,porter’,right,picket,96998
23,picket,made,civil,96998
24,dewolf,district,sale,96998
25,wasatch,appeal,illinoi,96998
26,rainey,would,return,96998
27,mccaleb,error,cook,96998
28,stevirmac,feder,colburn,96998
29,martinsvil,shall,vessel,96998
30,pavonia,statut,pound,96998
31,warehous,jurisdict,discount,96998
32,haughey,co,paymast,96998
33,barceloux,petition,fmha,96998
34,croix,l,servic,96998
35,wheatonhaven,one,shainwald,96998
36,mitig,question,non,96998
37,maitland,order,reinstat,96998
38,frost,claim,beverley,96998
39,§1097a,decre,bilbi,96998
40,navi,mr,master,96998
41,kipley,new,maisenberg,96998
42,replevin,section,feder,96998
43,inlet,person,bretzel,96998
44,street,congress,stockyard,96998
45,invoic,led2d,courtmarti,96998
46,plow,constitut,game,96998
47,bogu,railroad,turnov,96998
48,pico,corpor,plea,96998
49,indian,power,citizen,96998
50,conrad,use,sentenc,96998
51,nuclear,1,labor,96998
52,export,parti,note,96998
53,chute,see,coast,96998
54,supersedea,author,north,96998
55,lizardi,bill,griffith,96998
56,compani,time,buyer,96998
57,forward,govern,licens,96998
58,rent,suit,1883,96998
59,kp,sale,duquesn,96998
60,verk,ed,settlement,96998
61,coal,c,lipphard,96998
62,nonindian,offic,mitig,96998
63,flute,juri,stall,96998
64,sutter,circuit,repeal,96998
65,paymast,within,mccue,96998
66,school,action,indict,96998
67,iue,respond,porter’,96998
68,car,requir,fuel,96998
69,bonnifield,opinion,oti,96998
70,micheltoreno,bank,georg,96998
71,stade,ct,atf,96998
72,buttfield,amend,corpor,96998
73,hospit,bond,revenu,96998
74,machin,public,dewolf,96998
75,handhold,gener,clerk,96998
76,train,justic,negro,96998
77,kochersperg,led,wasatch,96998
78,pottawatomi,busi,husband,96998
79,union,pay,convict,96998
80,glass,suprem,hitchcock,96998
81,survey,fact,stevirmac,96998
82,search,provid,pavonia,96998
83,banc,interest,paye,96998
84,aspden,grant,offici,96998
85,925c,2,barceloux,96998
86,indors,issu,martinsvil,96998
87,fmc,evid,haughey,96998
88,wool,appel,racket,96998
89,grain,servic,1895,96998
90,aqueduct,board,wool,96998
91,sentenc,provis,wheatonhaven,96998
92,loav,proceed,usc,96998
93,patient,stock,rainey,96998
94,fals,decis,person,96998
95,privaci,rule,§1097a,96998
96,foia,whether,1918,96998
97,crescent,vessel,mccaleb,96998
98,bank,citi,pico,96998
99,hitchcock,year,maitland,96998
100,negro,titl,kipley,96998
101,adea,trial,intox,96998
102,libel,part,hay,96998
103,porter,held,defraud,96998
104,wadkin,file,jobber,96998
105,carrier,purpos,croix,96998
106,courtmarti,3,buttfield,96998
107,runkl,also,punish,96998
108,rr,must,steel,96998
109,land,writ,nuisanc,96998
110,breakwat,sup,refriger,96998
111,backpay,note,inlet,96998
112,whiski,paid,bogu,96998
113,carolina,make,executor,96998
114,backu,payment,repair,96998
115,tunnel,without,paid,96998
116,shelbi,receiv,compani,96998
117,specht,employ,lizardi,96998
118,price,record,prosecut,96998
119,bridg,reason,famili,96998
120,tanker,could,kan,96998
121,1404a,york,replevin,96998
122,seamen,charg,forfeit,96998
123,hair,petit,forward,96998
124,revivor,duti,c,96998
125,cawood,purchas,kp,96998
126,iep,regul,custodi,96998
127,offici,counti,verk,96998
128,umbria,commerc,export,96998
129,railroad,amount,certif,96998
130,polic,citizen,aggrav,96998
131,non,commiss,salina,96998
132,tariff,determin,flute,96998
133,924c,estat,bonnifield,96998
134,brooksscanlon,present,nonindian,96998
135,dam,caus,iue,96998
136,clerk,first,stade,96998
137,litton,applic,micheltoreno,96998
138,kolz,price,fraud,96998
139,board,sentenc,scheme,96998
140,indict,4,antitrust,96998
141,laser,term,frost,96998
142,stock,day,pottawatomi,96998
143,compass,dismiss,aqueduct,96998
144,griffin,two,weaver,96998
145,fish,subject,custom,96998
146,crow,5,plow,96998
147,lade,stat,san,96998
148,2f,damag,kochersperg,96998
149,apprendi,alleg,amort,96998
150,membership,appear,grain,96998
151,forb,employe,taylor,96998
152,spald,agreement,seamen,96998
153,stabl,limit,retroact,96998
154,redick,convict,specht,96998
155,convict,mortgag,nuclear,96998
156,leas,oper,pend,96998
157,susquehannah,execut,storag,96998
158,124f,follow,dam,96998
159,commiss,nation,dissent,96998
160,liquid,effect,925c,96998
161,caravan,return,conrad,96998
162,war,attorney,runkl,96998
163,predatori,labor,handhold,96998
164,rico,violat,enemi,96998
165,refriger,secretari,fmc,96998
166,talbott,secur,afdc,96998
167,§8772,fee,jersey,96998
168,distil,due,grand,96998
169,religi,decid,chute,96998
170,premium,usc,car,96998
171,swamp,direct,loav,96998
172,en,good,wadkin,96998
173,covmayor,commission,1866,96998
174,town,n,discharg,96998
175,racket,certif,aspden,96998
176,paragon,r,authent,96998
177,prison,debt,banc,96998
178,jailor,money,led2d,96998
179,contempt,appli,fog,96998
180,finley,found,war,96998
181,cadet,might,mission,96998
182,salina,patent,1873,96998
183,check,offens,confeder,96998
184,setoff,possess,secretari,96998
185,afdc,per,use,96998
186,forfeitur,affirm,sutter,96998
187,liquor,judg,decre,96998
188,chines,rep,parol,96998
189,usag,id,new,96998
190,collector,therefor,sawyer,96998
191,confeder,j,compass,96998
192,cattl,indict,said,96998
193,cahon,st,spend,96998
194,platform,construct,bid,96998
195,bowerbank,set,1907,96998
196,markazi,mean,bail,96998
197,bankruptci,find,abat,96998
198,medicaid,place,lender,96998
199,game,owner,stay,96998
200,seaman,administr,program,96998
201,kan,enter,umbria,96998
202,tobacco,revers,brooksscanlon,96998
203,waterwork,valu,termin,96998
204,parol,claus,cawood,96998
205,§201c1a,give,whistl,96998
206,fec,answer,deplet,96998
207,farm,take,gaston,96998
208,fivec,given,laser,96998
209,c,show,mediat,96998
210,bettison,hear,kolz,96998
211,submerg,ground,iep,96998
212,vail,except,124f,96998
213,taylor,7,1867,96998
214,brodnax,civil,survey,96998
215,acm,notic,backpay,96998
216,southington,car,hoyt,96998
217,borden,interst,intimid,96998
218,miner,carrier,susquehannah,96998
219,hamlin,complain,pier,96998
220,strike,allow,backu,96998
221,executor,illinoi,924c,96998
222,engin,plea,§8772,96998
223,pickford,6,tanker,96998
224,allotte,line,breakwat,96998
225,00,counsel,2f,96998
226,notic,legisl,supctrep,96998
227,north,water,attorney,96998
228,puerto,legal,telegraph,96998
229,fassett,crimin,covmayor,96998
230,error1,protect,paragon,96998
231,literaci,deliv,litton,96998
232,bush,rate,invoic,96998
233,charterparti,revenu,smith,96998
234,currenc,indian,libel,96998
235,wife,motion,commit,96998
236,licens,brought,market,96998
237,louisvil,taken,cahon,96998
238,confess,prosecut,crescent,96998
239,smokingtobacco,respect,caravan,96998
240,journal,object,markazi,96998
241,piraci,10,redick,96998
242,tea,prison,administr,96998
243,retroact,8,revivor,96998
244,fee,cost,sell,96998
245,winan,navi,jailor,96998
246,beer,union,bowerbank,96998
247,plantsvil,march,§201c1a,96998
248,michigan,dissent,1978,96998
249,grand,name,collector,96998
250,tucson,sum,nebraska,96998
251,sharehold,thu,elev,96998
252,46c,exercis,boat,96998
253,weaver,articl,dissolv,96998
254,ridg,entitl,bettison,96998
255,capit,deni,1404a,96998
256,plea,consider,merchandis,96998
257,mandrel,licens,southington,96998
258,enemi,report,gonzalez,96998
259,akj,word,acm,96998
260,gonzalez,differ,predatori,96998
261,canal,15,peterson,96998
262,mortgag,work,port,96998
263,9012f,supra,blank,96998
264,employe,date,yeoman,96998
265,mandevil,intent,brodnax,96998
266,205a,master,spald,96998
267,patent,deed,duti,96998
268,insur,relat,seller,96998
269,estat,p,estat,96998
270,alerta,includ,talbott,96998
271,lampasa,liabil,fassett,96998
272,roller,valid,cattl,96998
273,fuel,member,deduct,96998
274,draper,f2d,joint,96998
275,confus,9,innoc,96998
276,husband,declar,7c,96998
277,corpor,impos,judicata,96998
278,bullington,exist,privat,96998
279,dock,consid,wharf,96998
280,amboy,necessari,hew,96998
281,13d,individu,welfar,96998
282,alcoa,discharg,pickford,96998
283,moin,account,smokingtobacco,96998
284,davidson,carolina,fivec,96998
285,nominski,june,currenc,96998
286,testatrix,collect,drink,96998
287,hendrick,wife,borden,96998
288,bottomri,appoint,error1,96998
289,mission,recov,pro,96998
290,bond,w,denver,96998
291,26050,indors,apprendi,96998
292,writ,condit,plantsvil,96998
293,terk,review,seaman,96998
294,honey,injunct,adam,96998
