,names,dates,url
0,DaimlerChrysler Corp. v. Cuno,2006-05-15,https://www.courtlistener.com/opinion/145658/daimlerchrysler-corp-v-cuno/
1,Garfielde v. United States,1876-05-18,https://www.courtlistener.com/opinion/89370/garfielde-v-united-states/
2,Whiteside v. United States,1876-11-27,https://www.courtlistener.com/opinion/89371/whiteside-v-united-states/
3,Barkley v. Levee Commissioners,1876-12-18,https://www.courtlistener.com/opinion/89372/barkley-v-levee-commissioners/
4,Broughton v. Pensacola,1876-12-18,https://www.courtlistener.com/opinion/89373/broughton-v-pensacola/
5,Windsor v. McVeigh,1876-12-11,https://www.courtlistener.com/opinion/89375/windsor-v-mcveigh/
6,Bigelow v. Berkshire Life Ins. Co.,1876-12-11,https://www.courtlistener.com/opinion/89376/bigelow-v-berkshire-life-ins-co/
7,Sawin v. Kenny,1876-12-18,https://www.courtlistener.com/opinion/89377/sawin-v-kenny/
8,Indianapolis & St. Louis R. Co. v. Horst,1876-12-18,https://www.courtlistener.com/opinion/89378/indianapolis-st-louis-r-co-v-horst/
9,Baltimore & Ohio R. Co. v. Kepner,1941-11-10,https://www.courtlistener.com/opinion/103549/baltimore-ohio-r-co-v-kepner/
10,Reitz v. Mealey,1941-11-10,https://www.courtlistener.com/opinion/103548/reitz-v-mealey/
11,Unio Pac. R. Co. v. United States,1941-10-13,https://www.courtlistener.com/opinion/103541/unio-pac-r-co-v-united-states/
12,United States v. AS Kreider Co.,1941-05-26,https://www.courtlistener.com/opinion/103540/united-states-v-as-kreider-co/
13,Klaxon Co. v. Stentor Elec. Mfg. Co.,1941-06-02,https://www.courtlistener.com/opinion/103542/klaxon-co-v-stentor-elec-mfg-co/
14,Oklahoma Ex Rel. Phillips v. Guy F. Atkinson Co.,1941-06-02,https://www.courtlistener.com/opinion/103544/oklahoma-ex-rel-phillips-v-guy-f-atkinson-co/
15,Curry v. United States,1941-11-10,https://www.courtlistener.com/opinion/103546/curry-v-united-states/
16,Hanauer v. Doane,1871-11-27,https://www.courtlistener.com/opinion/88397/hanauer-v-doane/
17,Villa v. Rodriguez,1871-11-13,https://www.courtlistener.com/opinion/88396/villa-v-rodriguez/
18,Miller v. Life Ins. Co.,1871-11-13,https://www.courtlistener.com/opinion/88391/miller-v-life-ins-co/
19,Kearney v. Case,1871-11-13,https://www.courtlistener.com/opinion/88390/kearney-v-case/
20,Wadsworth v. Warren,1871-11-13,https://www.courtlistener.com/opinion/88393/wadsworth-v-warren/
21,Avery v. United States,1871-11-13,https://www.courtlistener.com/opinion/88392/avery-v-united-states/
