,top_words,top_words_from_mean,top_words_from_diff,most_relev_op
0,treadl,court,patent,2620917
1,sleepingcar,state,invent,2620917
2,bankcheck,v,treadl,2620917
3,wheel,patent,sleepingcar,2620917
4,melson,case,bankcheck,2620917
5,welsh,act,cotton,2620917
6,insur,claim,wheel,2620917
7,tax,invent,melson,2620917
8,juri,juri,welsh,2620917
9,employe,plaintiff,juri,2620917
10,rubber,upon,kratz,2620917
11,kratz,treadl,rubber,2620917
12,acceler,defend,brace,2620917
13,invent,contract,acceler,2620917
14,cargo,right,riddl,2620917
15,unanim,error,insur,2620917
16,riddl,unit,unanim,2620917
17,brace,tax,unexhaust,2620917
18,unexhaust,cotton,claim,2620917
19,shingl,sleepingcar,shingl,2620917
20,plea,bankcheck,passeng,2620917
21,patent,bank,seizur,2620917
22,injunct,co,moss,2620917
23,board,rule,cargo,2620917
24,moss,said,offenc,2620917
25,valu,insur,labor,2620917
26,coach,law,coach,2620917
27,labor,wheel,except,2620917
28,bank,petition,confeder,2620917
29,maryland,except,rebellion,2620917
30,cotton,judgment,vulcan,2620917
31,car,petit,patterson,2620917
32,patterson,made,interfer,2620917
33,averag,parti,leandro,2620917
34,vulcan,would,toll,2620917
35,road,melson,averag,2620917
36,confeder,busi,bank,2620917
37,petit,bill,employe,2620917
38,except,labor,unitarian,2620917
39,interfer,welsh,ludlow,2620917
40,leandro,applic,fowler,2620917
41,court,employe,plea,2620917
42,habea,one,busi,2620917
43,church,passeng,contract,2620917
44,commission,trial,marchant,2620917
45,toll,dismiss,petit,2620917
46,ludlow,seizur,church,2620917
47,unitarian,cargo,maryland,2620917
48,fowler,u,agent,2620917
49,cashier,properti,cashier,2620917
50,hall,valu,whitfield,2620917
51,passeng,2,rule,2620917
52,partner,§,applic,2620917
53,applic,rubber,inform,2620917
54,marchant,requir,injunct,2620917
55,counterclaim,kratz,fourhors,2620917
56,whitfield,decre,dismiss,2620917
57,commerc,brace,stockwel,2620917
58,proprietor,acceler,hall,2620917
59,bargain,congress,357,2620917
60,fourhors,us,ticket,2620917
61,contract,unanim,weiss,2620917
62,bill,riddl,proprietor,2620917
63,stockwel,compani,partner,2620917
64,ticket,agent,counterclaim,2620917
65,reissu,sct,1823,2620917
66,weiss,district,valu,2620917
67,letter,fact,illeg,2620917
68,sup,unexhaust,escrow,2620917
69,land,plea,mix,2620917
70,virginia,offenc,swain,2620917
71,busi,shingl,alameda,2620917
72,petition,feder,habea,2620917
73,congress,mr,collector,2620917
74,escrow,issu,wallac,2620917
75,seizur,moss,loss,2620917
76,357,1,car,2620917
77,alameda,line,sign,2620917
78,mail,person,leman,2620917
79,decre,inform,penalti,2620917
80,loss,without,mailcoach,2620917
81,stamp,good,knowledg,2620917
82,u,injunct,coinsur,2620917
83,leman,could,letter,2620917
84,ct,board,stayandabey,2620917
85,offenc,amend,reissu,2620917
86,pullman,evid,bountyland,2620917
87,mailcoach,statut,error,2620917
