,top_words,top_words_from_mean,top_words_from_diff,most_relev_op
0,silk,court,restitut,93420
1,daisart,state,daisart,93420
2,pavement,v,silk,93420
3,vick,act,pavement,93420
4,parson,case,vick,93420
5,kendig,upon,provabl,93420
6,school,said,parson,93420
7,pratt,land,kendig,93420
8,giers,plaintiff,board,93420
9,deport,u,rent,93420
10,higdon,§,pratt,93420
11,10k,claim,giers,93420
12,roundhous,compani,damag,93420
13,engin,defend,higdon,93420
14,interlocutori,ct,10k,93420
15,johnson,sct,bill,93420
16,talti,unit,entri,93420
17,alien,bill,roundhous,93420
18,land,board,interlocutori,93420
19,donovan,may,offic,93420
20,conemaugh,sup,engin,93420
21,entri,appeal,talti,93420
22,veget,us,debtor,93420
23,petitionervluth,offic,sup,93420
24,761171,section,johnson,93420
25,hat,l,conemaugh,93420
26,afflict,right,deport,93420
27,restitut,error,donovan,93420
28,valentin,law,761171,93420
29,fisk,order,petitionervluth,93420
30,risk,made,veget,93420
31,provabl,would,school,93420
32,mcdowel,judgment,ct,93420
33,impeach,damag,cir,93420
34,diseas,district,rep,93420
35,orson,rep,afflict,93420
36,partit,ed,assign,93420
37,patent,mr,hat,93420
38,lotteri,evid,henderson,93420
39,infring,writ,claim,93420
40,cemeteri,co,scheme,93420
41,railroad,question,valentin,93420
42,205e,properti,assigne,93420
43,writ,bank,answer,93420
44,hort,contract,said,93420
45,insur,shall,fisk,93420
46,burial,restitut,orson,93420
47,rent,constitut,injunct,93420
48,court,decre,mcdowel,93420
49,stock,led,bankruptci,93420
50,205a,one,price,93420
51,brigham,parti,warrant,93420
52,oath,part,205a,93420
53,defraud,silk,fee,93420
54,bill,daisart,impeach,93420
55,woodwick,time,infring,93420
56,regist,railroad,205e,93420
57,fruit,fact,hort,93420
58,cruel,applic,alien,93420
59,board,entri,writ,93420
60,henderson,decis,broadcast,93420
61,compani,c,bankrupt,93420
62,249,stock,cemeteri,93420
63,seat,power,section,93420
64,cargo,assign,le,93420
65,le,jurisdict,partit,93420
66,broadcast,answer,diseas,93420
67,kemmler,rate,burial,93420
68,parrot,rent,u,93420
69,program,circuit,risk,93420
70,debtor,statut,§,93420
71,prize,purchas,brigham,93420
72,supersedea,pavement,woodwick,93420
73,1978,provis,lotteri,93420
74,bank,requir,stock,93420
75,union,vick,oath,93420
76,reorgan,citi,land,93420
77,dealer,new,page,93420
78,repair,day,q,93420
79,receiv,except,uscaappendix,93420
80,spur,provabl,parrot,93420
81,gamwel,parson,kemmler,93420
82,punish,insur,overcharg,93420
83,partnership,1,applic,93420
84,weinstein,receiv,labor,93420
85,tomato,bankruptci,cruel,93420
86,babbit,school,rate,93420
87,plea,make,upon,93420
88,combin,debtor,fed,93420
89,counsel,execut,seat,93420
90,lapp,engin,fruit,93420
91,wharf,issu,purchas,93420
92,claim,payment,regist,93420
93,dictionari,price,gamwel,93420
94,transport,public,defraud,93420
95,spring,kendig,order,93420
96,said,f2d,tomato,93420
97,saddl,patent,249,93420
98,14292,use,babbit,93420
99,v,justic,f2d,93420
100,plaintiff,person,weinstein,93420
101,bankruptci,amend,lapp,93420
102,fee,injunct,50,93420
103,sct,charg,spur,93420
104,assign,within,insur,93420
105,backbon,see,francisco,93420
106,fri,action,plaintiff,93420
107,error,petition,compens,93420
108,disput,labor,14292,93420
109,ohio,secur,combin,93420
110,creditor,fee,creditor,93420
111,indors,pratt,repair,93420
112,attach,creditor,saddl,93420
113,public,suprem,supersedea,93420
114,machin,servic,program,93420
115,easterli,proceed,day,93420
116,damag,page,backbon,93420
117,206b,sale,trade,93420
118,offic,gener,execut,93420
119,ballot,must,dictionari,93420
120,clerk,johnson,prize,93420
121,§,2,spring,93420
122,etc,opinion,equiti,93420
123,transfer,warrant,transfer,93420
124,rate,cir,206b,93420
125,fiduciari,juri,except,93420
126,bennett,appel,fri,93420
127,co,giers,exchang,93420
128,guilti,suit,march,93420
129,citi,stat,1978,93420
130,charter,work,secur,93420
131,kirkpatrick,interlocutori,work,93420
132,seed,corpor,testimoni,93420
133,polit,author,fraudul,93420
134,injunct,assigne,easterli,93420
135,3477,could,dealer,93420
136,bankrupt,march,louissan,93420
137,u,bankrupt,reorgan,93420
138,f,commiss,evid,93420
139,giveaway,compens,wharf,93420
140,anaconda,titl,indors,93420
141,1304,3,act,93420
142,probat,deport,appeal,93420
143,sugarmil,held,orlean,93420
144,led2d,congress,armor,93420
145,untru,equiti,giveaway,93420
146,ordin,govern,part,93420
147,boycott,4,786,93420
148,ericksrud,higdon,sugarmil,93420
149,sale,10k,anaconda,93420
150,led,due,fiduciari,93420
151,scheme,alien,kirkpatrick,93420
152,keyston,trial,3477,93420
153,reed,roundhous,immun,93420
154,flershem,also,ericksrud,93420
155,track,provid,restrain,93420
156,perch,york,bennett,93420
157,young,reason,flershem,93420
158,student,effect,1304,93420
159,turntabl,debt,perch,93420
160,armor,supra,bank,93420
161,imperfect,rule,seed,93420
162,wholesal,testimoni,turntabl,93420
163,lamb,alleg,keyston,93420
164,786,grant,ballot,93420
165,cir,consider,liabil,93420
166,ten,liabil,reed,93420
167,compens,record,ed,93420
168,individu,caus,untru,93420
169,assigne,crimin,hatter,93420
170,ship,whether,l,93420
171,labor,scheme,disput,93420
172,hatter,transfer,etc,93420
173,girl,affirm,freight,93420
174,coal,talti,boycott,93420
175,admiralti,commerc,seventh,93420
176,polici,counsel,wood,93420
177,1892,judg,lamb,93420
178,debt,respond,ten,93420
179,answer,interest,8b4d,93420
180,rep,regul,nix,93420
181,montana,ground,242d,93420
182,warrant,file,stateprison,93420
183,nix,donovan,consider,93420
184,tennesse,conemaugh,receiv,93420
185,henri,infring,montana,93420
186,8b4d,feder,payment,93420
187,day,subject,bean,93420
188,us,set,shire,93420
189,parti,two,hammock,93420
190,stateprison,enforc,auditorium,93420
191,act,present,led,93420
192,licens,purpos,imperfect,93420
193,242d,union,girl,93420
194,artific,veget,cargo,93420
195,purchas,fed,minnesota,93420
196,defend,therefor,klein,93420
197,state,amount,artific,93420
198,vs,hear,auburn,93420
199,hammock,petitionervluth,boycot,93420
200,shire,761171,maximum,93420
201,passeng,place,f,93420
202,fraudul,henderson,tender,93420
203,evid,first,crimin,93420
204,carter,risk,squar,93420
205,immun,brought,drawer,93420
206,partner,led2d,scrofula,93420
